"","fips","state","county_name","hospitals","population","pred_fit","pred_lwr","pred_upr","pred_status","state_name"
"1600","28163","MS","Yazoo County",1,23024,1,0,4,"ok","Mississippi"
"1601","30001","MT","Beaverhead County",1,10006,1,0,4,"ok","Montana"
"1602","30003","MT","Big Horn County",2,12796,1,0,4,"ok","Montana"
"1603","30005","MT","Blaine County",1,6903,1,0,4,"ok","Montana"
"1604","30007","MT","Broadwater County",1,8302,1,0,4,"ok","Montana"
"1605","30009","MT","Carbon County",1,11498,1,0,4,"ok","Montana"
"1606","30011","MT","Carter County",1,1399,1,0,4,"ok","Montana"
"1607","30013","MT","Cascade County",2,84523,1,0,4,"ok","Montana"
"1608","30015","MT","Chouteau County",2,5880,1,0,4,"ok","Montana"
"1609","30017","MT","Custer County",1,11964,1,0,4,"ok","Montana"
"1610","30019","MT","Daniels County",1,1625,1,0,4,"ok","Montana"
"1611","30021","MT","Dawson County",1,8731,1,0,4,"ok","Montana"
"1612","30023","MT","Deer Lodge County",1,9811,1,0,4,"ok","Montana"
"1613","30025","MT","Fallon County",1,2946,1,0,4,"ok","Montana"
"1614","30027","MT","Fergus County",1,11862,1,0,4,"ok","Montana"
"1615","30029","MT","Flathead County",2,114527,1,0,4,"ok","Montana"
"1616","30031","MT","Gallatin County",2,126984,2,0,4,"ok","Montana"
"1617","30033","MT","Garfield County",1,1181,1,0,4,"ok","Montana"
"1618","30035","MT","Glacier County",2,13503,1,0,4,"ok","Montana"
"1619","30037","MT","Golden Valley County",0,863,1,0,4,"ok","Montana"
"1620","30039","MT","Granite County",1,3602,1,0,4,"ok","Montana"
"1621","30041","MT","Hill County",1,16065,1,0,4,"ok","Montana"
"1622","30043","MT","Jefferson County",0,13304,1,0,4,"ok","Montana"
"1623","30045","MT","Judith Basin County",0,2111,1,0,4,"ok","Montana"
"1624","30047","MT","Lake County",2,33403,1,0,4,"ok","Montana"
"1625","30049","MT","Lewis and Clark County",2,75129,1,0,4,"ok","Montana"
"1626","30051","MT","Liberty County",1,1934,1,0,4,"ok","Montana"
"1627","30053","MT","Lincoln County",1,22184,1,0,4,"ok","Montana"
"1628","30057","MT","Madison County",2,9753,1,0,4,"ok","Montana"
"1629","30055","MT","McCone County",1,1717,1,0,4,"ok","Montana"
"1630","30059","MT","Meagher County",1,2065,1,0,4,"ok","Montana"
"1631","30061","MT","Mineral County",1,5195,1,0,4,"ok","Montana"
"1632","30063","MT","Missoula County",2,122546,2,0,4,"ok","Montana"
"1633","30065","MT","Musselshell County",1,5452,1,0,4,"ok","Montana"
"1634","30067","MT","Park County",1,18074,1,0,4,"ok","Montana"
"1635","30069","MT","Petroleum County",0,525,1,0,4,"ok","Montana"
"1636","30071","MT","Phillips County",1,4214,1,0,4,"ok","Montana"
"1637","30073","MT","Pondera County",1,6078,1,0,4,"ok","Montana"
"1638","30075","MT","Powder River County",0,1734,1,0,4,"ok","Montana"
"1639","30077","MT","Powell County",1,7120,1,0,4,"ok","Montana"
"1640","30079","MT","Prairie County",1,1112,1,0,4,"ok","Montana"
"1641","30081","MT","Ravalli County",1,48187,1,0,4,"ok","Montana"
"1642","30083","MT","Richland County",1,11028,1,0,4,"ok","Montana"
"1643","30085","MT","Roosevelt County",3,10197,1,0,4,"ok","Montana"
"1644","30087","MT","Rosebud County",1,8194,1,0,4,"ok","Montana"
"1645","30089","MT","Sanders County",1,13895,1,0,4,"ok","Montana"
"1646","30091","MT","Sheridan County",1,3448,1,0,4,"ok","Montana"
"1647","30093","MT","Silver Bow County",1,36134,1,0,4,"ok","Montana"
"1648","30095","MT","Stillwater County",1,9450,1,0,4,"ok","Montana"
"1649","30097","MT","Sweet Grass County",1,3757,1,0,4,"ok","Montana"
"1650","30099","MT","Teton County",1,6444,1,0,4,"ok","Montana"
"1651","30101","MT","Toole County",1,5153,1,0,4,"ok","Montana"
"1652","30103","MT","Treasure County",0,739,1,0,4,"ok","Montana"
"1653","30105","MT","Valley County",1,7434,1,0,4,"ok","Montana"
"1654","30107","MT","Wheatland County",1,2058,1,0,4,"ok","Montana"
"1655","30109","MT","Wibaux County",0,911,1,0,4,"ok","Montana"
"1656","30111","MT","Yellowstone County",2,171583,2,0,5,"ok","Montana"
"1657","37001","NC","Alamance County",1,183040,2,0,5,"ok","North Carolina"
"1658","37003","NC","Alexander County",0,36693,1,0,4,"ok","North Carolina"
"1659","37005","NC","Alleghany County",1,11379,1,0,4,"ok","North Carolina"
"1660","37007","NC","Anson County",1,22432,1,0,4,"ok","North Carolina"
"1661","37009","NC","Ashe County",1,27266,1,0,4,"ok","North Carolina"
"1662","37011","NC","Avery County",1,17811,1,0,4,"ok","North Carolina"
"1663","37013","NC","Beaufort County",0,44576,1,0,4,"ok","North Carolina"
"1664","37015","NC","Bertie County",1,16939,1,0,4,"ok","North Carolina"
"1665","37017","NC","Bladen County",1,29777,1,0,4,"ok","North Carolina"
"1666","37019","NC","Brunswick County",2,167112,2,0,5,"ok","North Carolina"
"1667","37021","NC","Buncombe County",2,279210,3,0,6,"ok","North Carolina"
"1668","37023","NC","Burke County",1,88545,1,0,4,"ok","North Carolina"
"1669","37025","NC","Cabarrus County",1,244925,2,0,5,"ok","North Carolina"
"1670","37027","NC","Caldwell County",1,80739,1,0,4,"ok","North Carolina"
"1671","37029","NC","Camden County",0,11184,1,0,4,"ok","North Carolina"
"1672","37031","NC","Carteret County",1,70259,1,0,4,"ok","North Carolina"
"1673","37033","NC","Caswell County",0,22363,1,0,4,"ok","North Carolina"
"1674","37035","NC","Catawba County",2,167054,2,0,5,"ok","North Carolina"
"1675","37037","NC","Chatham County",1,83874,1,0,4,"ok","North Carolina"
"1676","37039","NC","Cherokee County",1,30373,1,0,4,"ok","North Carolina"
"1677","37041","NC","Chowan County",1,13891,1,0,4,"ok","North Carolina"
"1678","37043","NC","Clay County",0,12042,1,0,4,"ok","North Carolina"
"1679","37045","NC","Cleveland County",1,102194,1,0,4,"ok","North Carolina"
"1680","37047","NC","Columbus County",1,50054,1,0,4,"ok","North Carolina"
"1681","37049","NC","Craven County",1,104167,1,0,4,"ok","North Carolina"
"1682","37051","NC","Cumberland County",3,338430,3,0,6,"ok","North Carolina"
"1683","37053","NC","Currituck County",0,32278,1,0,4,"ok","North Carolina"
"1684","37055","NC","Dare County",1,38183,1,0,4,"ok","North Carolina"
"1685","37057","NC","Davidson County",2,177809,2,0,5,"ok","North Carolina"
"1686","37059","NC","Davie County",0,45383,1,0,4,"ok","North Carolina"
"1687","37061","NC","Duplin County",1,50539,1,0,4,"ok","North Carolina"
"1688","37063","NC","Durham County",4,343628,3,0,6,"ok","North Carolina"
"1689","37065","NC","Edgecombe County",1,49124,1,0,4,"ok","North Carolina"
"1690","37067","NC","Forsyth County",3,398143,3,1,6,"ok","North Carolina"
"1691","37069","NC","Franklin County",0,79771,1,0,4,"ok","North Carolina"
"1692","37071","NC","Gaston County",1,242010,2,0,5,"ok","North Carolina"
"1693","37073","NC","Gates County",0,10299,1,0,4,"ok","North Carolina"
"1694","37075","NC","Graham County",0,8179,1,0,4,"ok","North Carolina"
"1695","37077","NC","Granville County",1,61544,1,0,4,"ok","North Carolina"
"1696","37079","NC","Greene County",0,20671,1,0,4,"ok","North Carolina"
"1697","37081","NC","Guilford County",2,558816,5,2,7,"ok","North Carolina"
"1698","37083","NC","Halifax County",1,46992,1,0,4,"ok","North Carolina"
"1699","37085","NC","Harnett County",1,146096,2,0,5,"ok","North Carolina"
"1700","37087","NC","Haywood County",1,63048,1,0,4,"ok","North Carolina"
"1701","37089","NC","Henderson County",2,120771,2,0,4,"ok","North Carolina"
"1702","37091","NC","Hertford County",1,19169,1,0,4,"ok","North Carolina"
"1703","37093","NC","Hoke County",1,55382,1,0,4,"ok","North Carolina"
"1704","37095","NC","Hyde County",0,4583,1,0,4,"ok","North Carolina"
"1705","37097","NC","Iredell County",2,206361,2,0,5,"ok","North Carolina"
"1706","37099","NC","Jackson County",1,45281,1,0,4,"ok","North Carolina"
"1707","37101","NC","Johnston County",1,249794,2,0,5,"ok","North Carolina"
"1708","37103","NC","Jones County",0,9462,1,0,4,"ok","North Carolina"
"1709","37105","NC","Lee County",1,68537,1,0,4,"ok","North Carolina"
"1710","37107","NC","Lenoir County",1,55332,1,0,4,"ok","North Carolina"
"1711","37109","NC","Lincoln County",1,97611,1,0,4,"ok","North Carolina"
"1712","37113","NC","Macon County",2,38717,1,0,4,"ok","North Carolina"
"1713","37115","NC","Madison County",0,22352,1,0,4,"ok","North Carolina"
"1714","37117","NC","Martin County",0,21523,1,0,4,"ok","North Carolina"
"1715","37111","NC","McDowell County",1,45269,1,0,4,"ok","North Carolina"
"1716","37119","NC","Mecklenburg County",8,1206285,9,6,12,"ok","North Carolina"
"1717","37121","NC","Mitchell County",1,15030,1,0,4,"ok","North Carolina"
"1718","37123","NC","Montgomery County",1,26364,1,0,4,"ok","North Carolina"
"1719","37125","NC","Moore County",1,108417,1,0,4,"ok","North Carolina"
"1720","37127","NC","Nash County",1,97990,1,0,4,"ok","North Carolina"
"1721","37129","NC","New Hanover County",2,243333,2,0,5,"ok","North Carolina"
"1722","37131","NC","Northampton County",0,16580,1,0,4,"ok","North Carolina"
"1723","37133","NC","Onslow County",2,212954,2,0,5,"ok","North Carolina"
"1724","37135","NC","Orange County",1,152877,2,0,5,"ok","North Carolina"
"1725","37137","NC","Pamlico County",0,12550,1,0,4,"ok","North Carolina"
"1726","37139","NC","Pasquotank County",1,41418,1,0,4,"ok","North Carolina"
"1727","37141","NC","Pender County",1,70077,1,0,4,"ok","North Carolina"
"1728","37143","NC","Perquimans County",0,13460,1,0,4,"ok","North Carolina"
"1729","37145","NC","Person County",1,40143,1,0,4,"ok","North Carolina"
"1730","37147","NC","Pitt County",1,180783,2,0,5,"ok","North Carolina"
"1731","37149","NC","Polk County",1,20320,1,0,4,"ok","North Carolina"
"1732","37151","NC","Randolph County",1,148389,2,0,5,"ok","North Carolina"
"1733","37153","NC","Richmond County",0,41990,1,0,4,"ok","North Carolina"
"1734","37155","NC","Robeson County",1,118624,2,0,4,"ok","North Carolina"
"1735","37157","NC","Rockingham County",1,93517,1,0,4,"ok","North Carolina"
"1736","37159","NC","Rowan County",2,153384,2,0,5,"ok","North Carolina"
"1737","37161","NC","Rutherford County",1,65587,1,0,4,"ok","North Carolina"
"1738","37163","NC","Sampson County",1,60404,1,0,4,"ok","North Carolina"
"1739","37165","NC","Scotland County",1,33898,1,0,4,"ok","North Carolina"
"1740","37167","NC","Stanly County",1,67326,1,0,4,"ok","North Carolina"
"1741","37169","NC","Stokes County",1,45857,1,0,4,"ok","North Carolina"
"1742","37171","NC","Surry County",2,71547,1,0,4,"ok","North Carolina"
"1743","37173","NC","Swain County",2,13945,1,0,4,"ok","North Carolina"
"1744","37175","NC","Transylvania County",1,34103,1,0,4,"ok","North Carolina"
"1745","37177","NC","Tyrrell County",0,3517,1,0,4,"ok","North Carolina"
"1746","37179","NC","Union County",1,263386,3,0,5,"ok","North Carolina"
"1747","37181","NC","Vance County",1,42337,1,0,4,"ok","North Carolina"
"1748","37183","NC","Wake County",3,1232444,9,6,12,"below","North Carolina"
"1749","37185","NC","Warren County",0,19081,1,0,4,"ok","North Carolina"
"1750","37187","NC","Washington County",1,10654,1,0,4,"ok","North Carolina"
"1751","37189","NC","Watauga County",1,54997,1,0,4,"ok","North Carolina"
"1752","37191","NC","Wayne County",1,120338,2,0,4,"ok","North Carolina"
"1753","37193","NC","Wilkes County",1,66186,1,0,4,"ok","North Carolina"
"1754","37195","NC","Wilson County",1,79958,1,0,4,"ok","North Carolina"
"1755","37197","NC","Yadkin County",0,37995,1,0,4,"ok","North Carolina"
"1756","37199","NC","Yancey County",0,18993,1,0,4,"ok","North Carolina"
"1757","38001","ND","Adams County",1,2141,1,0,4,"ok","North Dakota"
"1758","38003","ND","Barnes County",1,10798,1,0,4,"ok","North Dakota"
"1759","38005","ND","Benson County",0,5756,1,0,4,"ok","North Dakota"
"1760","38007","ND","Billings County",0,1063,1,0,4,"ok","North Dakota"
"1761","38009","ND","Bottineau County",1,6391,1,0,4,"ok","North Dakota"
"1762","38011","ND","Bowman County",1,2886,1,0,4,"ok","North Dakota"
"1763","38013","ND","Burke County",0,2154,1,0,4,"ok","North Dakota"
"1764","38015","ND","Burleigh County",2,103107,1,0,4,"ok","North Dakota"
"1765","38017","ND","Cass County",3,200945,2,0,5,"ok","North Dakota"
"1766","38019","ND","Cavalier County",1,3567,1,0,4,"ok","North Dakota"
"1767","38021","ND","Dickey County",1,4930,1,0,4,"ok","North Dakota"
"1768","38023","ND","Divide County",1,2124,1,0,4,"ok","North Dakota"
"1769","38025","ND","Dunn County",0,4031,1,0,4,"ok","North Dakota"
"1770","38027","ND","Eddy County",0,2309,1,0,4,"ok","North Dakota"
"1771","38029","ND","Emmons County",1,3209,1,0,4,"ok","North Dakota"
"1772","38031","ND","Foster County",1,3323,1,0,4,"ok","North Dakota"
"1773","38033","ND","Golden Valley County",0,1795,1,0,4,"ok","North Dakota"
"1774","38035","ND","Grand Forks County",2,73771,1,0,4,"ok","North Dakota"
"1775","38037","ND","Grant County",1,2247,1,0,4,"ok","North Dakota"
"1776","38039","ND","Griggs County",1,2227,1,0,4,"ok","North Dakota"
"1777","38041","ND","Hettinger County",0,2419,1,0,4,"ok","North Dakota"
"1778","38043","ND","Kidder County",0,2371,1,0,4,"ok","North Dakota"
"1779","38045","ND","LaMoure County",0,4051,1,0,4,"ok","North Dakota"
"1780","38047","ND","Logan County",0,1880,1,0,4,"ok","North Dakota"
"1781","38049","ND","McHenry County",0,5135,1,0,4,"ok","North Dakota"
"1782","38051","ND","McIntosh County",2,2461,1,0,4,"ok","North Dakota"
"1783","38053","ND","McKenzie County",1,14782,1,0,4,"ok","North Dakota"
"1784","38055","ND","McLean County",2,9845,1,0,4,"ok","North Dakota"
"1785","38057","ND","Mercer County",1,8348,1,0,4,"ok","North Dakota"
"1786","38059","ND","Morton County",0,34194,1,0,4,"ok","North Dakota"
"1787","38061","ND","Mountrail County",1,9474,1,0,4,"ok","North Dakota"
"1788","38063","ND","Nelson County",1,3007,1,0,4,"ok","North Dakota"
"1789","38065","ND","Oliver County",0,1882,1,0,4,"ok","North Dakota"
"1790","38067","ND","Pembina County",1,6588,1,0,4,"ok","North Dakota"
"1791","38069","ND","Pierce County",1,3853,1,0,4,"ok","North Dakota"
"1792","38071","ND","Ramsey County",1,11510,1,0,4,"ok","North Dakota"
"1793","38073","ND","Ransom County",1,5590,1,0,4,"ok","North Dakota"
"1794","38075","ND","Renville County",0,2376,1,0,4,"ok","North Dakota"
"1795","38077","ND","Richland County",0,16658,1,0,4,"ok","North Dakota"
"1796","38079","ND","Rolette County",2,11692,1,0,4,"ok","North Dakota"
"1797","38081","ND","Sargent County",0,3710,1,0,4,"ok","North Dakota"
"1798","38083","ND","Sheridan County",0,1268,1,0,4,"ok","North Dakota"
"1799","38085","ND","Sioux County",1,3713,1,0,4,"ok","North Dakota"
"1800","38087","ND","Slope County",0,660,1,0,4,"ok","North Dakota"
"1801","38089","ND","Stark County",1,33767,1,0,4,"ok","North Dakota"
"1802","38091","ND","Steele County",0,1767,1,0,4,"ok","North Dakota"
"1803","38093","ND","Stutsman County",1,21546,1,0,4,"ok","North Dakota"
"1804","38095","ND","Towner County",1,2051,1,0,4,"ok","North Dakota"
"1805","38097","ND","Traill County",2,7989,1,0,4,"ok","North Dakota"
"1806","38099","ND","Walsh County",2,10214,1,0,4,"ok","North Dakota"
"1807","38101","ND","Ward County",2,68427,1,0,4,"ok","North Dakota"
"1808","38103","ND","Wells County",1,3803,1,0,4,"ok","North Dakota"
"1809","38105","ND","Williams County",2,40763,1,0,4,"ok","North Dakota"
"1810","31001","NE","Adams County",1,31196,1,0,4,"ok","Nebraska"
"1811","31003","NE","Antelope County",1,6358,1,0,4,"ok","Nebraska"
"1812","31005","NE","Arthur County",0,423,1,0,4,"ok","Nebraska"
"1813","31007","NE","Banner County",0,665,1,0,4,"ok","Nebraska"
"1814","31009","NE","Blaine County",0,454,1,0,4,"ok","Nebraska"
"1815","31011","NE","Boone County",1,5354,1,0,4,"ok","Nebraska"
"1816","31013","NE","Box Butte County",1,10703,1,0,4,"ok","Nebraska"
"1817","31015","NE","Boyd County",1,1700,1,0,4,"ok","Nebraska"
"1818","31017","NE","Brown County",1,2877,1,0,4,"ok","Nebraska"
"1819","31019","NE","Buffalo County",2,51156,1,0,4,"ok","Nebraska"
"1820","31021","NE","Burt County",0,6727,1,0,4,"ok","Nebraska"
"1821","31023","NE","Butler County",1,8439,1,0,4,"ok","Nebraska"
"1822","31025","NE","Cass County",0,27492,1,0,4,"ok","Nebraska"
"1823","31027","NE","Cedar County",0,8262,1,0,4,"ok","Nebraska"
"1824","31029","NE","Chase County",1,3764,1,0,4,"ok","Nebraska"
"1825","31031","NE","Cherry County",1,5558,1,0,4,"ok","Nebraska"
"1826","31033","NE","Cheyenne County",1,9602,1,0,4,"ok","Nebraska"
"1827","31035","NE","Clay County",0,6103,1,0,4,"ok","Nebraska"
"1828","31037","NE","Colfax County",1,10826,1,0,4,"ok","Nebraska"
"1829","31039","NE","Cuming County",1,8952,1,0,4,"ok","Nebraska"
"1830","31041","NE","Custer County",2,10487,1,0,4,"ok","Nebraska"
"1831","31043","NE","Dakota County",0,21335,1,0,4,"ok","Nebraska"
"1832","31045","NE","Dawes County",1,8003,1,0,4,"ok","Nebraska"
"1833","31047","NE","Dawson County",3,24554,1,0,4,"ok","Nebraska"
"1834","31049","NE","Deuel County",0,1892,1,0,4,"ok","Nebraska"
"1835","31051","NE","Dixon County",0,5526,1,0,4,"ok","Nebraska"
"1836","31053","NE","Dodge County",1,37884,1,0,4,"ok","Nebraska"
"1837","31055","NE","Douglas County",11,601158,5,2,8,"above","Nebraska"
"1838","31057","NE","Dundy County",1,1581,1,0,4,"ok","Nebraska"
"1839","31059","NE","Fillmore County",1,5512,1,0,4,"ok","Nebraska"
"1840","31061","NE","Franklin County",1,2817,1,0,4,"ok","Nebraska"
"1841","31063","NE","Frontier County",0,2536,1,0,4,"ok","Nebraska"
"1842","31065","NE","Furnas County",1,4468,1,0,4,"ok","Nebraska"
"1843","31067","NE","Gage County",1,21687,1,0,4,"ok","Nebraska"
"1844","31069","NE","Garden County",1,1804,1,0,4,"ok","Nebraska"
"1845","31071","NE","Garfield County",0,1707,1,0,4,"ok","Nebraska"
"1846","31073","NE","Gosper County",0,1808,1,0,4,"ok","Nebraska"
"1847","31075","NE","Grant County",0,573,1,0,4,"ok","Nebraska"
"1848","31077","NE","Greeley County",0,2197,1,0,4,"ok","Nebraska"
"1849","31079","NE","Hall County",2,62869,1,0,4,"ok","Nebraska"
"1850","31081","NE","Hamilton County",1,9564,1,0,4,"ok","Nebraska"
"1851","31083","NE","Harlan County",1,3018,1,0,4,"ok","Nebraska"
"1852","31085","NE","Hayes County",0,846,1,0,4,"ok","Nebraska"
"1853","31087","NE","Hitchcock County",0,2460,1,0,4,"ok","Nebraska"
"1854","31089","NE","Holt County",3,10120,1,0,4,"ok","Nebraska"
"1855","31091","NE","Hooker County",0,698,1,0,4,"ok","Nebraska"
"1856","31093","NE","Howard County",1,6572,1,0,4,"ok","Nebraska"
"1857","31095","NE","Jefferson County",1,7136,1,0,4,"ok","Nebraska"
"1858","31097","NE","Johnson County",1,5219,1,0,4,"ok","Nebraska"
"1859","31099","NE","Kearney County",1,6749,1,0,4,"ok","Nebraska"
"1860","31101","NE","Keith County",1,8148,1,0,4,"ok","Nebraska"
"1861","31103","NE","Keya Paha County",0,819,1,0,4,"ok","Nebraska"
"1862","31105","NE","Kimball County",1,3305,1,0,4,"ok","Nebraska"
"1863","31107","NE","Knox County",1,8306,1,0,4,"ok","Nebraska"
"1864","31109","NE","Lancaster County",4,332857,3,0,6,"ok","Nebraska"
"1865","31111","NE","Lincoln County",1,33319,1,0,4,"ok","Nebraska"
"1866","31113","NE","Logan County",0,694,1,0,4,"ok","Nebraska"
"1867","31115","NE","Loup County",0,582,1,0,4,"ok","Nebraska"
"1868","31119","NE","Madison County",1,35579,1,0,4,"ok","Nebraska"
"1869","31117","NE","McPherson County",0,376,1,0,4,"ok","Nebraska"
"1870","31121","NE","Merrick County",1,7837,1,0,4,"ok","Nebraska"
"1871","31123","NE","Morrill County",1,4485,1,0,4,"ok","Nebraska"
"1872","31125","NE","Nance County",0,3262,1,0,4,"ok","Nebraska"
"1873","31127","NE","Nemaha County",1,7046,1,0,4,"ok","Nebraska"
"1874","31129","NE","Nuckolls County",1,4094,1,0,4,"ok","Nebraska"
"1875","31131","NE","Otoe County",2,16591,1,0,4,"ok","Nebraska"
"1876","31133","NE","Pawnee County",1,2521,1,0,4,"ok","Nebraska"
"1877","31135","NE","Perkins County",1,2779,1,0,4,"ok","Nebraska"
"1878","31137","NE","Phelps County",1,9042,1,0,4,"ok","Nebraska"
"1879","31139","NE","Pierce County",2,7334,1,0,4,"ok","Nebraska"
"1880","31141","NE","Platte County",2,35499,1,0,4,"ok","Nebraska"
"1881","31143","NE","Polk County",1,5269,1,0,4,"ok","Nebraska"
"1882","31145","NE","Red Willow County",1,10409,1,0,4,"ok","Nebraska"
"1883","31147","NE","Richardson County",1,7666,1,0,4,"ok","Nebraska"
"1884","31149","NE","Rock County",0,1241,1,0,4,"ok","Nebraska"
"1885","31151","NE","Saline County",2,14740,1,0,4,"ok","Nebraska"
"1886","31153","NE","Sarpy County",2,204828,2,0,5,"ok","Nebraska"
"1887","31155","NE","Saunders County",1,23406,1,0,4,"ok","Nebraska"
"1888","31157","NE","Scotts Bluff County",1,35734,1,0,4,"ok","Nebraska"
"1889","31159","NE","Seward County",1,17769,1,0,4,"ok","Nebraska"
"1890","31161","NE","Sheridan County",1,4927,1,0,4,"ok","Nebraska"
"1891","31163","NE","Sherman County",0,2949,1,0,4,"ok","Nebraska"
"1892","31165","NE","Sioux County",0,1099,1,0,4,"ok","Nebraska"
"1893","31167","NE","Stanton County",0,5756,1,0,4,"ok","Nebraska"
"1894","31169","NE","Thayer County",1,4870,1,0,4,"ok","Nebraska"
"1895","31171","NE","Thomas County",0,634,1,0,4,"ok","Nebraska"
"1896","31173","NE","Thurston County",2,6637,1,0,4,"ok","Nebraska"
"1897","31175","NE","Valley County",1,4032,1,0,4,"ok","Nebraska"
"1898","31177","NE","Washington County",1,21254,1,0,4,"ok","Nebraska"
"1899","31179","NE","Wayne County",1,9870,1,0,4,"ok","Nebraska"
"1900","31181","NE","Webster County",1,3326,1,0,4,"ok","Nebraska"
"1901","31183","NE","Wheeler County",0,808,1,0,4,"ok","Nebraska"
"1902","31185","NE","York County",2,14375,1,0,4,"ok","Nebraska"
"1903","33001","NH","Belknap County",1,65257,1,0,4,"ok","New Hampshire"
"1904","33003","NH","Carroll County",2,52580,1,0,4,"ok","New Hampshire"
"1905","33005","NH","Cheshire County",1,78078,1,0,4,"ok","New Hampshire"
"1906","33007","NH","Coos County",3,31094,1,0,4,"ok","New Hampshire"
"1907","33009","NH","Grafton County",5,93045,1,0,4,"above","New Hampshire"
"1908","33011","NH","Hillsborough County",5,430462,4,1,7,"ok","New Hampshire"
"1909","33013","NH","Merrimack County",3,157869,2,0,5,"ok","New Hampshire"
"1910","33015","NH","Rockingham County",3,322433,3,0,6,"ok","New Hampshire"
"1911","33017","NH","Strafford County",2,134202,2,0,5,"ok","New Hampshire"
"1912","33019","NH","Sullivan County",1,44012,1,0,4,"ok","New Hampshire"
"1913","34001","NJ","Atlantic County",2,279114,3,0,6,"ok","New Jersey"
"1914","34003","NJ","Bergen County",6,978641,7,4,10,"ok","New Jersey"
"1915","34005","NJ","Burlington County",4,475515,4,1,7,"ok","New Jersey"
"1916","34007","NJ","Camden County",4,533988,4,1,7,"ok","New Jersey"
"1917","34009","NJ","Cape May County",1,93875,1,0,4,"ok","New Jersey"
"1918","34011","NJ","Cumberland County",1,155678,2,0,5,"ok","New Jersey"
"1919","34013","NJ","Essex County",9,881527,7,4,10,"ok","New Jersey"
"1920","34015","NJ","Gloucester County",0,311783,3,0,6,"ok","New Jersey"
"1921","34017","NJ","Hudson County",6,736185,6,3,9,"ok","New Jersey"
"1922","34019","NJ","Hunterdon County",1,131708,2,0,5,"ok","New Jersey"
"1923","34021","NJ","Mercer County",3,392138,3,0,6,"ok","New Jersey"
"1924","34023","NJ","Middlesex County",6,890119,7,4,10,"ok","New Jersey"
"1925","34025","NJ","Monmouth County",5,647520,5,2,8,"ok","New Jersey"
"1926","34027","NJ","Morris County",3,523053,4,1,7,"ok","New Jersey"
"1927","34029","NJ","Ocean County",4,666434,5,2,8,"ok","New Jersey"
"1928","34031","NJ","Passaic County",2,526597,4,1,7,"ok","New Jersey"
"1929","34033","NJ","Salem County",1,65874,1,0,4,"ok","New Jersey"
"1930","34035","NJ","Somerset County",1,357467,3,0,6,"ok","New Jersey"
"1931","34037","NJ","Sussex County",1,147444,2,0,5,"ok","New Jersey"
"1932","34039","NJ","Union County",3,594160,5,2,8,"ok","New Jersey"
"1933","34041","NJ","Warren County",2,112031,1,0,4,"ok","New Jersey"
"1934","35001","NM","Bernalillo County",6,671747,5,2,8,"ok","New Mexico"
"1935","35003","NM","Catron County",0,3795,1,0,4,"ok","New Mexico"
"1936","35005","NM","Chaves County",2,63697,1,0,4,"ok","New Mexico"
"1937","35006","NM","Cibola County",1,26686,1,0,4,"ok","New Mexico"
"1938","35007","NM","Colfax County",1,12307,1,0,4,"ok","New Mexico"
"1939","35009","NM","Curry County",1,47156,1,0,4,"ok","New Mexico"
"1940","35011","NM","De Baca County",0,1657,1,0,4,"ok","New Mexico"
"1941","35013","NM","Doña Ana County",3,229366,2,0,5,"ok","New Mexico"
"1942","35015","NM","Eddy County",2,61436,1,0,4,"ok","New Mexico"
"1943","35017","NM","Grant County",1,27541,1,0,4,"ok","New Mexico"
"1944","35019","NM","Guadalupe County",1,4385,1,0,4,"ok","New Mexico"
"1945","35021","NM","Harding County",0,635,1,0,4,"ok","New Mexico"
"1946","35023","NM","Hidalgo County",0,3966,1,0,4,"ok","New Mexico"
"1947","35025","NM","Lea County",2,75151,1,0,4,"ok","New Mexico"
"1948","35027","NM","Lincoln County",1,20025,1,0,4,"ok","New Mexico"
"1949","35028","NM","Los Alamos County",1,19675,1,0,4,"ok","New Mexico"
"1950","35029","NM","Luna County",1,25878,1,0,4,"ok","New Mexico"
"1951","35031","NM","McKinley County",4,68945,1,0,4,"ok","New Mexico"
"1952","35033","NM","Mora County",0,4096,1,0,4,"ok","New Mexico"
"1953","35035","NM","Otero County",1,69711,1,0,4,"ok","New Mexico"
"1954","35037","NM","Quay County",1,8403,1,0,4,"ok","New Mexico"
"1955","35039","NM","Rio Arriba County",1,39955,1,0,4,"ok","New Mexico"
"1956","35041","NM","Roosevelt County",1,18713,1,0,4,"ok","New Mexico"
"1957","35045","NM","San Juan County",2,120817,2,0,4,"ok","New Mexico"
"1958","35047","NM","San Miguel County",1,26428,1,0,4,"ok","New Mexico"
"1959","35043","NM","Sandoval County",0,157757,2,0,5,"ok","New Mexico"
"1960","35049","NM","Santa Fe County",3,157765,2,0,5,"ok","New Mexico"
"1961","35051","NM","Sierra County",1,11389,1,0,4,"ok","New Mexico"
"1962","35053","NM","Socorro County",1,15967,1,0,4,"ok","New Mexico"
"1963","35055","NM","Taos County",1,34482,1,0,4,"ok","New Mexico"
"1964","35057","NM","Torrance County",0,15986,1,0,4,"ok","New Mexico"
"1965","35059","NM","Union County",1,3926,1,0,4,"ok","New Mexico"
"1966","35061","NM","Valencia County",0,80813,1,0,4,"ok","New Mexico"
"1967","32510","NV","Carson City",1,58148,1,0,4,"ok","Nevada"
"1968","32001","NV","Churchill County",1,26033,1,0,4,"ok","Nevada"
